Experiment,DateTime,Hs,D50,h,Λ,λ,λp,reset2
TREX13,2013-04-24T20:00:00.0,0.6084444444444445,0.00023,7.290341016949158,55.19581992634348,0.13316638785075535,0.13316638785075535,false
TREX13,2013-04-24T21:00:00.0,0.5331111111111111,0.00023,7.290341016949158,42.37403270528945,0.12612853592145054,0.13316638785075535,false
TREX13,2013-04-24T22:00:00.0,0.56,0.00023,7.290341016949158,46.756326545618506,0.13138266661643072,0.13316638785075535,false
TREX13,2013-04-24T23:00:00.0,0.5603111111111112,0.00023,7.290341016949158,46.808292450523076,0.1361079071899513,0.13316638785075535,false
TREX13,2013-04-25T00:00:00.0,0.52,0.00023,7.290341016949158,40.315404011273095,0.14020205328425583,0.13316638785075535,false
TREX13,2013-04-25T01:00:00.0,0.4918666666666667,0.00023,7.290341016949158,36.071077264411336,0.1488821585103628,0.16009268894249024,true
TREX13,2013-04-25T02:00:00.0,0.4709333333333333,0.00023,7.290341016949158,33.066116542427885,0.15178054510996383,0.16009268894249024,false
TREX13,2013-04-25T03:00:00.0,0.4209333333333333,0.00023,7.290341016949158,26.417454376959302,0.15356154639911693,0.16009268894249024,false
TREX13,2013-04-25T04:00:00.0,0.4003111111111112,0.00023,7.290341016949158,23.892391272359838,0.15530593834554565,0.16009268894249024,false
TREX13,2013-04-25T05:00:00.0,0.35217777777777776,0.00023,7.290341016949158,18.492184872652047,0.1549287934506532,0.16009268894249024,false
TREX13,2013-04-25T06:00:00.0,0.3696888888888889,0.00023,7.290341016949158,20.376853584966554,0.15667646149990272,0.16009268894249024,false
TREX13,2013-04-25T07:00:00.0,0.3393777777777778,0.00023,7.290341016949158,17.17240538775441,0.15574819424594602,0.16009268894249024,false
TREX13,2013-04-25T08:00:00.0,0.3403111111111111,0.00023,7.290341016949158,17.26698799382083,0.15750772012598,0.16009268894249024,false
TREX13,2013-04-25T09:00:00.0,0.31093333333333334,0.00023,7.290341016949158,14.41447716395803,0.16024672879545676,0.16009268894249024,false
TREX13,2013-04-25T10:00:00.0,0.32062222222222225,0.00023,7.290341016949158,15.32680277019692,0.1597766576327947,0.16009268894249024,false
TREX13,2013-04-25T11:00:00.0,0.3106222222222222,0.00023,7.290341016949158,14.385646157487987,0.1582992374909028,0.16009268894249024,false
TREX13,2013-04-25T12:00:00.0,0.3393777777777778,0.00023,7.290341016949158,17.17240538775441,0.1591127094077542,0.16009268894249024,false
TREX13,2013-04-25T13:00:00.0,0.32062222222222225,0.00023,7.290341016949158,15.32680277019692,0.16005959357131375,0.16009268894249024,false
TREX13,2013-04-25T14:00:00.0,0.33031111111111117,0.00023,7.290341016949158,16.267120914389377,0.16191718677082031,0.16009268894249024,false
TREX13,2013-04-25T15:00:00.0,0.3096888888888889,0.00023,7.290341016949158,14.299326309657674,0.1614469710233572,0.16009268894249024,false
TREX13,2013-04-25T16:00:00.0,0.2903111111111111,0.00023,7.290341016949158,12.565843454735079,0.1601257843136667,0.16009268894249024,false
TREX13,2013-04-25T17:00:00.0,0.3393777777777778,0.00023,7.290341016949158,17.17240538775441,0.1598489839923387,0.16009268894249024,false
TREX13,2013-04-25T18:00:00.0,0.35,0.00023,7.290341016949158,18.264190056882224,0.1597762540798281,0.16009268894249024,false
TREX13,2013-04-25T19:00:00.0,0.3693777777777778,0.00023,7.290341016949158,20.342571796865712,0.16179659447275502,0.16009268894249024,false
TREX13,2013-04-25T20:00:00.0,0.3593777777777778,0.00023,7.290341016949158,19.256030574688126,0.1607042469462257,0.16009268894249024,false
TREX13,2013-04-25T21:00:00.0,0.3012444444444445,0.00023,7.290341016949158,13.530144095672707,0.15945338819836677,0.16009268894249024,false
TREX13,2013-04-25T22:00:00.0,0.25093333333333334,0.00023,7.290341016949158,9.38817206030404,0.15803723789628074,0.16009268894249024,false
TREX13,2013-04-25T23:00:00.0,0.24031111111111111,0.00023,7.290341016949158,8.610176060828199,0.1574609493692104,0.16009268894249024,false
TREX13,2013-04-26T00:00:00.0,0.22062222222222225,0.00023,7.290341016949158,7.2570955044296,0.15823131934408668,0.16009268894249024,false
TREX13,2013-04-26T01:00:00.0,0.21031111111111112,0.00023,7.290341016949158,6.594604654169926,0.15711630746101402,0.16009268894249024,false
TREX13,2013-04-26T02:00:00.0,0.18124444444444443,0.00023,7.290341016949158,4.897717548406812,0.15922277201433643,0.16009268894249024,false
TREX13,2013-04-26T03:00:00.0,0.16093333333333334,0.00023,7.290341016949158,3.8615026968059962,0.15838730424413155,0.16009268894249024,false
TREX13,2013-04-26T04:00:00.0,0.15093333333333334,0.00023,7.290341016949158,3.396523752119764,0.16278992102657422,0.16009268894249024,false
TREX13,2013-04-26T05:00:00.0,0.17,0.00023,7.290341016949158,4.308857899133849,0.15883018900118917,0.16009268894249024,false
TREX13,2013-04-26T06:00:00.0,0.1403111111111111,0.00023,7.290341016949158,2.9352727085510333,0.16029475710501667,0.16009268894249024,false
TREX13,2013-04-26T07:00:00.0,0.1403111111111111,0.00023,7.290341016949158,2.9352727085510333,0.16000616190949146,0.16009268894249024,false
TREX13,2013-04-26T08:00:00.0,0.15968888888888888,0.00023,7.290341016949158,3.8020141360123283,0.16060431752706628,0.16009268894249024,false
TREX13,2013-04-26T09:00:00.0,0.17937777777777777,0.00023,7.290341016949158,4.797352248514974,0.16296434541669308,0.16009268894249024,false
TREX13,2013-04-26T10:00:00.0,0.19,0.00023,7.290341016949158,5.382344988191416,0.16337416999495843,0.16009268894249024,false
