Experiment,DateTime,Hs,D50,h,Λ,λ,λp,reset2
MVCO05,2005-08-31T12:00:00.0,0.6044895130954023,0.00075,13.00001161145028,9.369416540122401,0.40003357356240477,0.5273868314875954,false
MVCO05,2005-08-31T13:00:00.0,0.5751995126385991,0.00075,12.880006968295111,8.56248189290838,0.40003357356240477,0.5273868314875954,false
MVCO05,2005-08-31T14:00:00.0,0.6000403855963401,0.00075,12.780006969971451,9.390930307330624,0.40003357356240477,0.5273868314875954,false
MVCO05,2005-08-31T15:00:00.0,0.5900541874207997,0.00075,12.670004647429959,9.15979522189687,0.40003357356240477,0.5273868314875954,false
MVCO05,2005-08-31T16:00:00.0,0.5952965760224656,0.00075,12.639997675810038,9.345413464810644,0.40003357356240477,0.5273868314875954,false
MVCO05,2005-08-31T17:00:00.0,0.5933775192504548,0.00075,12.66999767525126,9.263271374800295,0.527386829234092,0.5273868314875954,false
MVCO05,2005-08-31T18:00:00.0,0.5749484953704209,0.00075,12.739997674860078,8.649027542106452,0.5144170082165064,0.5273868314875954,false
MVCO05,2005-08-31T19:00:00.0,0.6136240360428006,0.00075,12.869988371925578,9.752261015527244,0.5144170079266083,0.5273868314875954,false
MVCO05,2005-08-31T20:00:00.0,0.5714896781704389,0.00075,13.009986042958015,8.3679426756478,0.5144170079266083,0.5273868314875954,false
MVCO05,2005-08-31T21:00:00.0,0.6140964592940846,0.00075,13.129993020054062,9.57386803231214,0.5144170079266083,0.5273868314875954,false
MVCO05,2005-08-31T22:00:00.0,0.5967602811125801,0.00075,13.159997672960193,9.020336780284039,0.5438659077628507,0.5273868314875954,false
MVCO05,2005-08-31T23:00:00.0,0.580777973433115,0.00075,13.10000931039435,8.58276882183687,0.5273868322856532,0.5273868314875954,false
MVCO05,2005-09-01T00:00:00.0,0.5702971320902458,0.00075,12.960011640367844,8.365188445183835,0.5273868314875954,0.5273868314875954,false
MVCO05,2005-09-01T01:00:00.0,0.5975339746986599,0.00075,12.800011642742751,9.29808661858039,0.5273868314875954,0.5273868314875954,false
MVCO05,2005-09-01T02:00:00.0,0.5664757690084521,0.00075,12.660009316094046,8.44904056707603,0.5273868314875954,0.5273868314875954,false
MVCO05,2005-09-01T03:00:00.0,0.5932742982709908,0.00075,12.6,9.311491878014193,0.5273868314875954,0.5273868314875954,false
MVCO05,2005-09-01T04:00:00.0,0.5744576151330241,0.00075,12.609997670026525,8.723278153828753,0.5273868314875954,0.5273868314875954,false
MVCO05,2005-09-01T05:00:00.0,0.7275215111714186,0.00075,12.67999533910309,13.913978542902298,0.5273868314875954,0.5273868314875954,false
MVCO05,2005-09-01T06:00:00.0,0.6989768994004214,0.00075,12.769995338153167,12.753037960155462,0.5244406972010736,0.5273868314875954,false
MVCO05,2005-09-01T07:00:00.0,0.7899964998299175,0.00075,12.909988343008013,16.113995178560774,0.5410027402474821,0.5273868314875954,false
MVCO05,2005-09-01T08:00:00.0,1.0700017263500057,0.00075,13.049983676299759,29.244064533998014,0.5378329164088768,0.5273868314875954,false
MVCO05,2005-09-01T09:00:00.0,1.2945184380733805,0.00075,13.179988338258301,42.38187833210667,0.5378311489934235,0.5273868314875954,false
MVCO05,2005-09-01T10:00:00.0,1.1897077609315236,0.00075,13.250002332823321,35.60765552758721,0.5553419701713895,0.5273868314875954,false
MVCO05,2005-09-01T11:00:00.0,1.4558284709430023,0.00075,13.24,53.35942942618933,0.573769538622221,0.5273868314875954,false
MVCO05,2005-09-01T12:00:00.0,1.5155423685540137,0.00075,13.140007001319846,58.26655116829089,0.6735799955919046,0.8149662069352707,true
MVCO05,2005-09-01T13:00:00.0,1.542733905617632,0.00075,12.960014005489466,61.21464330038854,0.7734356995728647,0.8149662069352707,false
MVCO05,2005-09-01T14:00:00.0,1.671736743532482,0.00075,12.820011674035122,72.66513767005925,0.7503355928031783,0.8149662069352707,false
MVCO05,2005-09-01T15:00:00.0,1.6218748306766184,0.00075,12.670009341128022,69.2048415424482,0.7965796718365535,0.8149662069352707,false
MVCO05,2005-09-01T16:00:00.0,1.7133556531793703,0.00075,12.60000934269267,77.66098988342391,0.6447577806876241,0.8149662069352707,false
MVCO05,2005-09-01T17:00:00.0,1.6711595361056923,0.00075,12.58,74.0003761292261,0.6863860060321108,0.8149662069352707,false
MVCO05,2005-09-01T18:00:00.0,1.7066195142132299,0.00075,12.599995326586141,77.05162027978125,0.8277762248708688,0.8149662069352707,false
MVCO05,2005-09-01T19:00:00.0,1.911508089667216,0.00075,12.769985976908536,95.37632966004156,0.8033461873439849,0.8149662069352707,false
MVCO05,2005-09-01T20:00:00.0,1.6104512138340248,0.00075,12.829997662343128,67.38253012967492,0.808898876633156,0.8149662069352707,false
MVCO05,2005-09-01T21:00:00.0,1.582936400003594,0.00075,12.989985971208885,64.297930524071,0.8185133459748161,0.8149662069352707,false
MVCO05,2005-09-01T22:00:00.0,1.7067578645358057,0.00075,13.10999532278633,74.06619495105726,0.8185454253848898,0.8149662069352707,false
MVCO05,2005-09-01T23:00:00.0,1.4023410575051458,0.00075,13.110011695409073,50.00149217393682,0.816595419508202,0.8149662069352707,false
MVCO05,2005-09-02T00:00:00.0,1.3884563358553714,0.00075,13.030009358227105,49.317206753953975,0.785441529441804,0.8149662069352707,false
MVCO05,2005-09-02T01:00:00.0,1.2671648983465003,0.00075,12.840016380222302,41.68496446455199,0.8165650185389289,0.8149662069352707,false
MVCO05,2005-09-02T02:00:00.0,1.2529922892007244,0.00075,12.690009362362149,41.23951979244849,0.8133673953316124,0.8149662069352707,false
