Experiment,DateTime,Hs,D50,h,Λ,λ,λp,reset2
GA,2007-09-16T13:16:18.0,0.367184353674594,0.000388,27.521027771094523,3.1565448787096164,0.0,0.0,false
GA,2007-09-16T14:15:49.0,0.3424047649700182,0.000388,27.725742392144927,2.7246122120820386,0.0,0.0,false
GA,2007-09-16T15:16:22.0,0.31877506624896806,0.000388,27.76163242801541,2.358478777717165,0.0,0.0,false
GA,2007-09-16T16:15:54.0,0.31603346248683417,0.000388,27.63173414369907,2.328982793804126,0.0,0.0,false
GA,2007-09-16T17:15:27.0,0.3442896508376271,0.000388,27.42095482672694,2.785310691712947,0.0,0.0,false
GA,2007-09-16T18:16:04.0,0.41259606241914487,0.000388,27.10718138418017,4.046449076354967,0.0,0.0,false
GA,2007-09-16T19:15:37.0,0.43646940932100503,0.000388,26.818411519019502,4.577020464428697,0.0,0.0,false
GA,2007-09-16T20:16:12.0,0.3587794261203116,0.000388,26.652238233029333,3.1119288452542118,0.0,0.0,false
GA,2007-09-16T21:15:45.0,0.38524471022013157,0.000388,26.61277053130575,3.5932841530515742,0.0,0.0,false
GA,2007-09-16T22:16:21.0,0.366562618879639,0.000388,26.77391934205882,3.233647544267441,0.0,0.0,false
GA,2007-09-16T23:15:55.0,0.37223271746545594,0.000388,27.05961947988909,3.2992534817303847,0.0,0.0,false
GA,2007-09-17T00:15:30.0,0.3363278670489767,0.000388,27.389512420644824,2.661029493239102,0.0,0.0,false
GA,2007-09-17T01:16:06.0,0.31276835850915524,0.000388,27.72089218066762,2.2737708843526137,0.0,0.0,false
GA,2007-09-17T02:15:39.0,0.33646531123832457,0.000388,27.97330525603097,2.607624728274782,0.0,0.0,false
GA,2007-09-17T03:16:15.0,0.40584024696493143,0.000388,28.090245081539436,3.778008945572842,0.0,0.0,false
GA,2007-09-17T04:15:47.0,0.7088311036907146,0.000388,28.039115377096646,11.545945625113076,0.0,0.0,false
GA,2007-09-17T05:16:23.0,1.4673195482090127,0.000388,27.84908435943094,49.81346696189035,0.0,0.0,false
GA,2007-09-17T06:15:55.0,1.6498129203073177,0.000388,27.586446715165636,63.57434864880601,0.0,0.0,false
GA,2007-09-17T07:15:30.0,1.739339699433095,0.000388,27.31784811299893,71.35601962058472,0.0,0.0,false
GA,2007-09-17T08:16:06.0,2.108498246435776,0.000388,27.073433993270545,105.80627531592094,0.0,0.0,false
GA,2007-09-17T09:15:41.0,2.230913421490939,0.000388,26.95653924719606,118.9623624237969,0.0923,0.0,false
GA,2007-09-17T10:16:17.0,2.0851142422557225,0.000388,26.970047613662324,103.86907865617829,0.0923,0.0,false
GA,2007-09-17T11:15:51.0,1.8532408713355637,0.000388,27.11999972303842,81.59853120968826,0.2,0.19999999999999998,true
GA,2007-09-17T12:15:29.0,1.987126249147008,0.000388,27.36099150896594,92.98809963006372,0.2,0.19999999999999998,false
GA,2007-09-17T13:16:11.0,2.1514750233418356,0.000388,27.615112200338483,108.0025695975303,0.2,0.19999999999999998,false
GA,2007-09-17T14:15:42.0,2.1572850153400767,0.000388,27.83935366195974,107.71202446265892,0.2,0.19999999999999998,false
GA,2007-09-17T15:16:16.0,2.0317850640163515,0.000388,27.97834703280154,95.0696198326203,0.2,0.19999999999999998,false
GA,2007-09-17T16:15:48.0,1.9354165320210064,0.000388,27.97442325488269,86.27719843442621,0.2,0.19999999999999998,false
GA,2007-09-17T17:15:25.0,1.9944830682405983,0.000388,27.859647364034412,92.00117535661101,0.2,0.19999999999999998,false
GA,2007-09-17T18:16:00.0,2.0657514795969063,0.000388,27.637013158279114,99.48860073786825,0.2,0.19999999999999998,false
GA,2007-09-17T19:15:37.0,1.9108328495135605,0.000388,27.37533645160969,85.93977553449248,0.4395538046358049,0.3920850304084687,true
GA,2007-09-17T20:16:13.0,1.8935478142745439,0.000388,27.13511395951001,85.13912555395224,0.463768115942029,0.3920850304084687,false
GA,2007-09-17T21:15:47.0,1.6495017695968186,0.000388,26.98768710081898,64.96032490923368,0.3434512491045298,0.3920850304084687,false
GA,2007-09-17T22:16:22.0,1.7435561463201026,0.000388,26.980592849961006,72.59867076761977,0.34994105493321076,0.3920850304084687,false
GA,2007-09-17T23:15:57.0,1.669982381521779,0.000388,27.113349298609833,66.27487123922907,0.3461736002325307,0.3920850304084687,false
GA,2007-09-18T00:15:33.0,1.6091218903516795,0.000388,27.34413235228366,61.01294968528027,0.3502973144460126,0.3920850304084687,false
GA,2007-09-18T01:16:08.0,1.8778544079498947,0.000388,27.617970435549005,82.2697842809712,0.3502973144460126,0.3920850304084687,false
GA,2007-09-18T02:15:43.0,1.7152153341123118,0.000388,27.896587875891548,67.95078806156837,0.34651846545936793,0.3920850304084687,false
GA,2007-09-18T03:16:20.0,1.5728052494156333,0.000388,28.11275998846168,56.696297449833665,0.34994105493321076,0.3920850304084687,false
GA,2007-09-18T04:15:54.0,1.6097183050934998,0.000388,28.18651325605034,59.23340419604701,0.3502973144460126,0.3920850304084687,false
GA,2007-09-18T05:15:29.0,1.3591727169679593,0.000388,28.10762813582927,42.34804641168,0.35379100096355165,0.3920850304084687,false
GA,2007-09-18T06:16:07.0,1.503536663871463,0.000388,27.8964953303936,52.21396612248001,0.34994105493321076,0.3920850304084687,false
GA,2007-09-18T07:15:43.0,1.7015540303066417,0.000388,27.636685508299777,67.50156075704491,0.3499410549332108,0.3920850304084687,false
GA,2007-09-18T08:16:20.0,1.795942379036871,0.000388,27.358880854671412,75.96171342179532,0.34994105493321076,0.3920850304084687,false
GA,2007-09-18T09:15:55.0,1.8960043357700471,0.000388,27.14135356794519,85.34054908044773,0.3533808834395089,0.3920850304084687,false
GA,2007-09-18T10:15:30.0,1.7389115251483973,0.000388,27.02509828902613,72.09347718382064,0.35379100096355165,0.3920850304084687,false
GA,2007-09-18T11:16:08.0,1.8617730112216944,0.000388,27.055922517300104,82.54663942061862,0.3827740242511716,0.3920850304084687,false
GA,2007-09-18T12:15:46.0,2.103993997812104,0.000388,27.209465114572126,104.82799316144937,0.3920850304084687,0.3920850304084687,false
GA,2007-09-18T13:15:28.0,1.804195137926227,0.000388,27.417437326714634,76.4977109530985,0.39208503040846865,0.3920850304084687,false
GA,2007-09-18T14:16:02.0,1.5113950842482113,0.000388,27.651134685226218,53.22937123869149,0.396911150685467,0.3920850304084687,false
GA,2007-09-18T15:15:35.0,1.570705994922283,0.000388,27.848283226539472,57.0820627298027,0.396911150685467,0.3920850304084687,false
GA,2007-09-18T16:16:10.0,1.444148077053907,0.000388,27.947299939602292,48.08303579935826,0.396911150685467,0.3920850304084687,false
GA,2007-09-18T17:15:43.0,1.550008970105304,0.000388,27.911483203799577,55.46177833546591,0.396911150685467,0.3920850304084687,false
GA,2007-09-18T18:16:18.0,1.6433704627098842,0.000388,27.73402609753033,62.74314976998145,0.40185659653164524,0.3920850304084687,false
GA,2007-09-18T19:15:51.0,1.550706008678209,0.000388,27.503051804182324,56.33604253312378,0.4018565965316452,0.3920850304084687,false
GA,2007-09-18T20:15:27.0,1.6419931602889488,0.000388,27.289659091503474,63.6579809840279,0.396911150685467,0.3920850304084687,false
GA,2007-09-18T21:16:03.0,1.7760956017287848,0.000388,27.100265626391568,75.00106200618512,0.396911150685467,0.3920850304084687,false
GA,2007-09-18T22:15:38.0,1.6638721471007776,0.000388,27.006562259150186,66.05092158150072,0.4018565965316452,0.3920850304084687,false
GA,2007-09-18T23:16:15.0,1.6857047664655,0.000388,27.035961113116016,67.72195698952845,0.4018565965316453,0.3920850304084687,false
GA,2007-09-19T00:15:50.0,1.7020578876456984,0.000388,27.201732276282858,68.6215264084739,0.4069258111531695,0.3920850304084687,false
GA,2007-09-19T01:15:25.0,1.898203317416989,0.000388,27.44170396173738,84.60239630380933,0.4121234591273732,0.3920850304084687,false
GA,2007-09-19T02:16:01.0,1.9623310887259826,0.000388,27.72533924592157,89.49030389294025,0.41745444022843947,0.3920850304084687,false
GA,2007-09-19T03:15:38.0,2.0569176771939253,0.000388,27.984546378533636,97.41455088687087,0.44021878807900067,0.4741933678132654,true
GA,2007-09-19T04:16:14.0,1.9793172404295654,0.000388,28.151033380455225,89.6695016968889,0.4525483399593904,0.4741933678132654,false
GA,2007-09-19T05:15:48.0,1.9894402590102822,0.000388,28.16952288226218,90.52959892207956,0.4525483399593904,0.4741933678132654,false
GA,2007-09-19T06:15:25.0,1.9572241443458145,0.000388,28.079443333530836,87.90243758171613,0.4598726544631752,0.4741933678132654,false
GA,2007-09-19T07:16:02.0,1.8096242637659188,0.000388,27.87888573246698,75.68497863899282,0.4665198898776285,0.4741933678132654,false
GA,2007-09-19T08:15:38.0,1.796672972777678,0.000388,27.650659332938545,75.22130455943584,0.4665198898776285,0.4741933678132654,false
GA,2007-09-19T09:16:16.0,1.7435046782065555,0.000388,27.41518998801458,71.4435879826274,0.45897303142045454,0.4741933678132654,false
GA,2007-09-19T10:15:51.0,1.7788977597936055,0.000388,27.24019642512419,74.85141670286025,0.4733603509820378,0.4741933678132654,false
GA,2007-09-19T11:15:28.0,1.6195896490064208,0.000388,27.166183165379998,62.214217546584116,0.48040250571844795,0.4741933678132654,false
GA,2007-09-19T12:16:07.0,1.7361633905938079,0.000388,27.17368868354254,71.47281313539425,0.48862080537286456,0.4741933678132654,false
GA,2007-09-19T13:15:47.0,1.7495740774496749,0.000388,27.286329209705148,72.28161361658901,0.48040250571844795,0.4741933678132654,false
GA,2007-09-19T14:16:20.0,1.760782659838583,0.000388,27.45850307639465,72.75166394099895,0.48765531902344017,0.4741933678132654,false
